3.802641	-0.197412	-0.001431	52.725000

3.835997	-0.295879	-0.000715	52.720000

3.869354	-0.364067	0.004292	52.715000

3.902710	-0.370504	0.001669	52.710000

3.936067	-0.294210	-0.002623	52.705000

3.969423	-0.168801	-0.001192	52.700000

4.002780	-0.021935	-0.000477	52.695000

4.036136	0.097752	0.000238	52.690000

4.069493	0.168563	0.000000	52.685000

4.102849	0.190497	-0.000954	52.680000

4.136206	0.180007	0.000238	52.675000

4.169562	0.168086	-0.002623	52.670000

4.202919	0.186444	-0.001669	52.665000

4.236275	0.234366	0.002861	52.660000

4.269632	0.284912	-0.003338	52.655000

4.302988	0.295402	-0.003338	52.650000

4.336345	0.242234	-0.003338	52.645000

4.369701	0.149489	-0.000715	52.640000

4.403058	0.045300	0.000238	52.635000

4.436414	-0.030756	-0.000238	52.630000

4.469771	-0.086546	-0.001192	52.625000

4.503127	-0.137807	-0.000954	52.620000

4.536484	-0.205041	-0.000954	52.615000

4.569840	-0.265123	-0.001907	52.610000

4.603197	-0.289442	-0.001192	52.605000

4.636553	-0.259163	0.000477	52.600000

4.669910	-0.166179	0.000238	52.595000

4.703266	-0.050545	-0.000238	52.590000

4.736623	0.060082	0.000000	52.585000

4.769979	0.134231	0.000000	52.580000

4.803336	0.158311	0.000477	52.575000

4.836692	0.140429	0.000477	52.570000

4.870049	0.092984	0.000000	52.565000

4.903405	0.046969	0.000000	52.560000

4.936762	0.010967	0.000000	52.555000

4.970118	-0.015020	0.000000	52.550000

5.003475	-0.042916	0.000000	52.545000

5.036831	-0.072480	0.000000	52.540000

5.070188	-0.092030	-0.000715	52.535000

5.103544	-0.088692	0.000000	52.530000

5.136901	-0.048638	0.000000	52.525000

5.170257	0.007629	0.000000	52.520000

5.203614	0.056982	0.000000	52.515000

5.236970	0.079632	0.000000	52.510000

5.270327	0.067950	0.000000	52.505000

5.303683	0.039339	0.000000	52.500000

5.337040	0.006914	0.000000	52.495000

5.370396	-0.011921	0.000238	52.490000

5.403753	-0.010252	0.000000	52.485000

5.437109	0.005722	0.000000	52.480000

5.470466	0.024557	0.000000	52.475000

5.503822	0.030279	0.000000	52.470000

5.537179	0.017643	0.000000	52.465000

5.570535	-0.002384	0.000000	52.460000

5.603892	-0.015497	0.000000	52.455000

5.637248	-0.013590	0.000000	52.450000

5.670605	-0.002384	0.000000	52.445000

5.703961	0.000477	0.000000	52.440000

5.737318	-0.013113	0.000000	52.435000

5.770674	-0.031233	0.000000	52.430000

5.804031	-0.035525	0.000000	52.425000

5.837387	-0.018358	0.000000	52.420000

5.870744	0.018358	0.000000	52.415000

5.904100	0.051260	0.000000	52.410000

5.937457	0.064850	0.000238	52.405000

5.970813	0.055552	0.000238	52.400000

6.004170	0.028134	0.000000	52.395000

6.037526	-0.001669	0.000000	52.390000

6.070883	-0.027418	0.000000	52.385000

6.104239	-0.042677	0.000477	52.380000

6.137596	-0.047684	0.000954	52.375000

6.170952	-0.046730	0.000715	52.370000

6.204309	-0.042439	-0.000238	52.365000

6.237665	-0.034332	-0.000477	52.360000

6.271022	-0.016689	-0.000238	52.355000

6.304378	0.010490	0.000000	52.350000

6.337735	0.046730	0.000000	52.345000

6.371091	0.076533	-0.000238	52.340000

6.404448	0.086785	0.000000	52.335000

6.437804	0.075341	0.000238	52.330000

6.471161	0.046492	0.000238	52.325000

6.504517	0.016928	0.000000	52.320000

6.537874	-0.003815	0.000000	52.315000

6.571230	-0.013590	0.000000	52.310000

6.604587	-0.015736	0.000000	52.305000

6.637943	-0.015020	0.000000	52.300000

6.671300	-0.013352	0.000000	52.295000

