0.000000	0.005245	0.000000	53.295000

0.033356	0.005245	-0.000238	53.290000

0.066713	0.005007	0.000000	53.285000

0.100069	0.004053	0.000000	53.280000

0.133426	0.001907	0.000000	53.275000

0.166782	-0.001669	0.000000	53.270000

0.200139	-0.007391	0.000000	53.265000

0.233495	-0.014067	0.000000	53.260000

0.266852	-0.023365	-0.000238	53.255000

0.300208	-0.034571	0.000000	53.250000

0.333565	-0.050068	0.000000	53.245000

0.366921	-0.067473	0.000000	53.240000

0.400278	-0.086546	0.000238	53.235000

0.433634	-0.101328	-0.000477	53.230000

0.466991	-0.106335	-0.000477	53.225000

0.500347	-0.099183	-0.000238	53.220000

0.533704	-0.075818	-0.000477	53.215000

0.567060	-0.041724	0.000000	53.210000

0.600417	0.004053	0.000000	53.205000

0.633773	0.054121	-0.000477	53.200000

0.667130	0.114203	-0.000238	53.195000

0.700486	0.174285	0.000715	53.190000

0.733843	0.227691	0.000715	53.185000

0.767199	0.258448	0.001431	53.180000

0.800556	0.244381	-0.000477	53.175000

0.833912	0.186683	-0.000477	53.170000

0.867269	0.089646	-0.000238	53.165000

0.900625	-0.005007	0.000000	53.160000

0.933982	-0.077010	0.000000	53.155000

0.967338	-0.116349	-0.000715	53.150000

1.000695	-0.126601	-0.000715	53.145000

1.034051	-0.123025	-0.000238	53.140000

1.067408	-0.107527	0.000715	53.135000

1.100764	-0.081778	0.000238	53.130000

1.134121	-0.046730	0.000238	53.125000

1.167477	-0.014067	0.000000	53.120000

1.200834	0.009775	0.000000	53.115000

1.234190	0.019789	0.000238	53.110000

1.267547	0.017643	0.000000	53.105000

1.300903	0.007629	0.000000	53.100000

1.334260	-0.014544	-0.000238	53.095000

1.367616	-0.050068	0.000238	53.090000

1.400973	-0.108004	0.001907	53.085000

1.434329	-0.180722	-0.001669	53.080000

1.467686	-0.277521	-0.005007	53.075000

1.501042	-0.386002	0.002146	53.070000

1.534399	-0.533823	0.003338	53.065000

1.567755	-0.715498	-0.001669	53.060000

1.601112	-0.949625	-0.003576	53.055000

1.634468	-1.165870	-0.005484	53.050000

1.667825	-1.330620	-0.011206	53.045000

1.701181	-1.359710	-0.006199	53.040000

1.734538	-1.144890	0.002623	53.035000

1.767894	-0.708584	-0.001669	53.030000

1.801251	0.001192	0.000477	53.025000

1.834607	0.805859	0.007153	53.020000

1.867964	1.646290	0.009775	53.015000

1.901320	2.334850	0.012398	53.010000

1.934677	2.805960	0.007629	53.005000

1.968033	3.009570	0.005007	53.000000

2.001390	2.876770	-0.014544	52.995000

2.034746	2.443330	-0.002861	52.990000

2.068103	1.661070	0.001669	52.985000

2.101459	0.731472	0.001192	52.980000

2.134816	-0.302555	-0.000954	52.975000

2.168172	-1.188290	0.008822	52.970000

2.201529	-1.861580	0.067473	52.965000

2.234885	-2.200380	-0.005722	52.960000

2.268242	-2.162710	-0.010967	52.955000

2.301598	-1.820330	-0.012636	52.950000

2.334955	-1.213320	-0.005484	52.945000

2.368311	-0.577454	-0.003576	52.940000

2.401668	0.004053	0.000000	52.935000

2.435024	0.416519	0.000477	52.930000

2.468381	0.668768	-0.008583	52.925000

2.501737	0.762228	-0.014305	52.920000

2.535094	0.684742	0.004530	52.915000

2.568450	0.467541	0.003815	52.910000

2.601807	0.110388	0.001907	52.905000

2.635163	-0.274660	-0.000715	52.900000

2.668520	-0.605825	-0.002623	52.895000

2.701876	-0.801329	-0.003099	52.890000

2.735233	-0.826839	-0.003099	52.885000

2.768589	-0.715736	-0.005007	52.880000

2.801946	-0.479938	-0.002384	52.875000

2.835302	-0.208379	-0.000715	52.870000

2.868659	0.061512	-0.000477	52.865000

2.902015	0.267508	0.001907	52.860000

2.935372	0.423672	-0.000715	52.855000

2.968728	0.555757	0.002384	52.850000

3.002085	0.722889	0.005245	52.845000

3.035441	0.890974	0.004768	52.840000

3.068798	1.017580	0.001669	52.835000

3.102154	1.023300	0.000000	52.830000

3.135511	0.859264	0.002384	52.825000

3.168867	0.600580	0.001907	52.820000

3.202224	0.296595	0.000477	52.815000

3.235580	0.020981	0.000238	52.810000

3.268937	-0.235320	-0.000954	52.805000

3.302293	-0.464203	0.000954	52.800000

3.335650	-0.664953	0.000477	52.795000

3.369006	-0.794414	-0.003338	52.790000

3.402363	-0.811342	-0.002384	52.785000

3.435719	-0.719551	0.000238	52.780000

3.469076	-0.509504	0.000000	52.775000

3.502432	-0.249626	0.000954	52.770000

3.535789	0.039101	-0.002861	52.765000

3.569145	0.264885	-0.002146	52.760000

3.602502	0.384809	0.005245	52.755000

3.635858	0.389339	0.002623	52.750000

3.669215	0.288250	0.002146	52.745000

3.702571	0.155211	0.000715	52.740000

3.735928	0.020981	0.000000	52.735000

3.769284	-0.089884	-0.000238	52.730000

